,bursts_count,avg_time,max_time,min_time,std_time,avg_sample_value,max_sample_value,min_sample_value,std_sample_value,area,total_power,median_freq,f_max
102,8,0.5390266185984495,0.768037927798904,0.10800533359672215,0.22898510553403478,513.1435555555555,662,340,13.192642326522597,10390637.5,175.08462636184646,82.03125,82.03125
103,6,0.889371834278541,1.0920472747738001,0.47202043378501557,0.2027793109202184,513.189393939394,711,369,17.65531253395565,11854173.5,317.88293076274493,54.6875,50.78125
104,7,1.596798772421821,3.0341605375945804,0.7700407428964495,0.753924632100135,513.1875132275133,718,357,29.52626438486517,9698700.5,890.9868588226573,54.6875,50.78125
105,6,0.8490460187544048,0.9840533362241857,0.792042929156052,0.06282060000872688,513.2158265582656,716,401,13.508854024451104,9468318.5,169.09687680293027,97.65625,89.84375
106,4,0.7407857867529835,0.897043335426833,0.5120247354944687,0.14613949125527903,513.1976811594203,660,338,12.1196990777036,10622679.0,128.40821970099856,74.21875,78.125
107,10,0.686731793138571,1.2000555581276906,0.3980184267790179,0.21398749911346227,513.1407870370371,636,379,12.396969586803392,11083328.0,154.79298734050155,62.5,42.96875
108,5,0.57063092850561,0.8240446636674079,0.24701338825952668,0.20989667852414856,513.2024932249323,703,205,18.279236499612388,9468074.5,323.2934520715638,113.28125,101.5625
109,9,0.7602584250043658,0.8610410019524757,0.6900328587075579,0.060992480521903786,513.1919047619048,778,405,15.711213198903703,10776514.5,258.3315850702754,82.03125,74.21875
110,6,0.7692035589236902,0.8010384191088313,0.7220346299582729,0.028158153517614352,513.2257553956834,1022,189,28.253997293099786,10700264.5,700.9053388196568,54.6875,50.78125
111,6,0.811534680969272,1.2850549168767884,0.3800162400102569,0.276853994581879,513.1532478632479,880,299,27.71762102151644,12007278.0,692.7483119265586,62.5,50.78125
112,5,0.7962438701856855,1.2700699763072354,0.2600143258581742,0.4325144772964684,513.1883195592286,699,305,14.372211333285692,9313852.0,180.4342770989532,78.125,50.78125
113,7,0.8828977358564927,1.4190652443790528,0.2910133799255128,0.36811723290987325,513.2390804597701,732,293,15.41366281755561,11162434.5,198.9469651725453,31.25,15.625
114,7,0.8043207609419653,1.163050677589439,0.12600549043531473,0.38790632472895836,513.1952941176471,623,425,10.861775016262708,11777320.0,114.66731028287019,82.03125,70.3125
115,5,1.0038488490924133,1.3780670592242927,0.7020341622463375,0.22790790916716874,513.1848661800486,656,254,19.558913056965277,10545441.0,424.2112023055094,74.21875,50.78125
116,9,0.742031112415615,1.2710532936391452,0.26501111157700485,0.3604182811817242,513.1882599580713,733,365,18.96023280999343,12239024.5,343.20871365300326,82.03125,39.0625
117,6,1.1102236012103186,1.3280681060567208,0.9350479511769831,0.1334402430394075,513.2577948717949,616,404,12.725014866102821,10008011.0,160.95091966424894,82.03125,54.6875
118,5,1.646284424842299,2.8671470331811886,1.2390635417200881,0.6134733563611572,513.2177435897436,656,434,13.085112818493974,10007229.0,175.00004968046196,82.03125,78.125
119,7,0.6007419060318041,0.9590440939813334,0.062002850705780155,0.30128388491562513,513.2171954022989,886,314,17.709035253381142,11161965.0,308.35823158623185,105.46875,97.65625
120,3,1.0327135017461107,1.2320558755499116,0.7750351489863487,0.19108340405476432,513.201768707483,751,326,14.566826741473871,11315585.0,219.96034595745851,89.84375,85.9375
121,5,0.9168436592218672,1.3690651935806457,0.6270298585646934,0.255151641337352,513.144380952381,633,325,16.87838888293094,10775518.0,307.9077809146993,85.9375,78.125
122,6,0.8040454262952709,0.957054070851461,0.7320413582688285,0.08128804719603218,513.170395480226,702,387,17.665402503376686,9082600.0,300.65403670622345,85.9375,82.03125
123,6,1.1152152599241796,1.6780731186544067,0.6010261885049459,0.3289628692136508,513.1783442265795,703,392,11.465045935545398,11776938.5,141.9269414079305,50.78125,11.71875
124,5,0.8194352445266462,1.1250483891780299,0.6360273560153118,0.19846719690629594,513.2521720430108,711,353,11.171920475468225,11932598.0,114.24582367886998,93.75,85.9375
125,7,0.7336121848039172,0.9920551141730094,0.41202289016056426,0.2372236685878533,513.1372222222222,648,248,19.08890757177976,9235956.0,393.6730544242034,93.75,70.3125
126,6,0.8612101621294007,0.9820495984645694,0.7420374766402347,0.08633206272426491,513.1880808080808,735,350,18.616357512246402,10160600.0,348.51698419554015,89.84375,70.3125
127,7,0.7286044718581343,1.2990589142364737,0.09900448999954747,0.3959096636359287,513.2187755102041,707,344,16.67555766515577,11315960.0,280.79671801947154,82.03125,74.21875
128,6,0.7228656763166135,0.8250369144033289,0.6610295762673948,0.06997316405855629,513.1679194630873,753,311,17.094623876237343,11468787.5,274.79018492767824,74.21875,50.78125
129,8,0.9132944425519487,1.148055866465521,0.581028273881941,0.1642735943256608,513.2053527980536,662,335,17.60467949733822,10545857.0,324.4402637522323,82.03125,62.5
130,9,0.5921362549011283,0.9820417002845137,0.26501125313176743,0.2227362185892238,513.1846284501062,792,349,13.904346012144284,12084989.5,193.08020377385154,82.03125,78.125
131,6,0.7940320821043275,0.9210372136247926,0.6630267889611705,0.09472270949340696,513.1768888888889,668,324,16.3483265513036,12700620.5,261.28658353614605,62.5,50.78125
132,8,0.8179068872080779,0.9490369994931562,0.6660259659245984,0.09061732524961769,513.1817153996101,659,318,15.06896430304903,13162599.0,234.9205183445733,82.03125,82.03125
133,7,2.562951023847028,9.310341038133265,0.43601597128100167,2.8895473339332036,513.2199267399268,712,371,28.502234061820126,14010415.5,801.4025547304689,50.78125,50.78125
134,4,1.1858060664806849,1.5610738096363903,0.9490448720979714,0.23528689372142955,513.2473758865249,643,340,13.555562447050011,10854665.5,188.42696122893437,85.9375,70.3125
135,7,0.8536104062155475,1.0980501392757658,0.6180282204666878,0.17049687760117765,513.2683561643836,673,377,13.88433279987931,11240062.5,161.3336332041996,58.59375,50.78125
136,9,0.7605954818275678,0.9380492414299963,0.4320226783558194,0.140783896407623,513.1765879265092,621,313,17.092365962163523,9775497.0,299.4400535592335,89.84375,78.125
137,5,0.6292291309782863,0.8540395388675392,0.43502013982128807,0.1696514806996382,513.1620833333334,922,304,17.737402345214434,11083788.5,284.798819572594,125.0,101.5625
138,6,0.8738761704005098,1.0120496102750138,0.7560370606402262,0.08200080142679537,513.2027450980393,627,342,14.832498510779628,10468822.0,212.94503954793765,93.75,82.03125
139,7,0.9146176213805891,1.2870650032829936,0.6730339916157382,0.17816531576013359,513.1638383838384,616,377,12.96265519526204,10160131.0,178.1859162774942,78.125,82.03125
140,9,0.54002812646492,0.7330381790718272,0.3050158862440746,0.1394561787202811,513.15265625,663,288,13.801912542084011,9852014.5,194.90528671175161,85.9375,39.0625
141,5,1.1984591831695395,1.4630722504815061,1.0060496814657514,0.14816480056020406,513.2778271604939,676,348,13.90189780879488,10393363.0,199.83848097150013,82.03125,66.40625
142,8,0.7962815984761302,0.9960395253779915,0.5480217468947188,0.14011689984972828,513.1919047619048,704,335,13.774337694116717,12931922.0,168.61915912419192,97.65625,50.78125
143,6,0.6483615843827621,1.02704475140529,0.29501285459061677,0.2359309354268304,513.340348583878,972,0,26.72627042879671,11780652.5,740.0434044843531,89.84375,109.375
144,6,0.8083814512768619,0.9320554794928269,0.5680338115364005,0.11530020877668301,513.1299404761904,606,411,10.230414912513139,8620072.5,105.42755574439875,89.84375,85.9375
145,6,0.7638707779793119,0.9550468160203929,0.5410265209078862,0.15269607523064133,513.1452450980393,740,356,15.048318645535588,10467649.0,244.96143412078982,85.9375,89.84375
146,8,0.8325372499888137,0.9770437156024876,0.5970267126045918,0.1135524275982437,513.1533333333333,602,404,11.802857741139176,11468465.0,135.6654769863287,66.40625,42.96875
147,6,0.9215511972887381,1.0550586143674652,0.6900383354630812,0.13849806704698095,513.2558888888889,832,254,24.809768882189413,9238097.0,619.6644905106007,85.9375,78.125
148,8,0.6920303522084299,0.959042063248388,0.10100443001886106,0.2532086569738211,513.1449122807018,658,184,17.75591970699992,11699186.0,298.5803382246411,97.65625,70.3125
149,5,1.0284457086981642,1.1810524912218305,0.9230410240455136,0.09209665531648324,513.1946222222223,674,371,13.76644995679131,11546369.0,217.71070803313216,54.6875,39.0625
150,7,0.827747934004286,1.1820480507337692,0.23000934997357625,0.2825720815800275,513.2011382113822,657,381,16.879938022622127,12624228.0,281.7900875933168,54.6875,50.78125
151,9,0.6378063149730786,0.831037182871718,0.45602040359747686,0.12562477872731592,513.2068008948546,715,406,12.50316857605869,11469659.5,148.46966834693666,82.03125,50.78125
152,6,1.456744359699184,2.2341191530214948,0.14000746706491185,0.8141367131218735,513.1685866666667,598,406,12.675498880484176,9621409.0,153.9858525082568,74.21875,50.78125
153,5,0.9040409995918175,1.0110458524196098,0.7770352396934102,0.09352215409017552,513.1731065759637,645,310,16.59337661514506,11314959.5,271.72389754676414,54.6875,50.78125
154,6,1.04438202247191,1.1540538020420534,0.8930416336425937,0.08986828458230812,513.242937062937,669,229,15.418218048267372,11008546.0,226.79228552756604,105.46875,113.28125
155,6,0.77803602018612,1.16305384508542,0.631029214315479,0.17688479393276021,513.2291203703704,812,318,23.03839295940968,11085229.5,539.0358777844019,89.84375,78.125
156,5,1.0958510886288402,1.3830644785304678,0.9350435917758402,0.16955247095659276,513.1805128205128,804,267,26.101859872072414,11007199.5,710.9094994317832,58.59375,50.78125
157,10,0.7771362301272784,1.0010466688423705,0.4410205603990862,0.16236547659257958,513.1867132867133,819,285,40.0751096759303,11007325.0,1635.064279041885,54.6875,50.78125
158,6,1.3967259756252919,1.7010722323665561,1.156049089133294,0.17585177962030155,513.184288747346,635,364,13.482709201939201,12084977.5,191.77362718438218,82.03125,74.21875
159,6,1.1755602851428275,1.5560797989640491,0.8220421560080002,0.255877506575388,513.1997948717949,852,351,21.29370148740809,10006888.0,449.17093914414926,89.84375,70.3125
